OBJECTID_1,SABL_PWSID,WATER_SYST,WATER_SY_1,BOUNDARY_T,REGULATING,COUNTY,ADDR_LINE_,ADDR_LIN_1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,STATE_CLAS,POPULATION,SERVICE_CO,VERIFIED_S,LAST_EDITE,VERIFIED_N,VERIFIED_T,DT_VERIFIE,CREATED_US,CREATED_DA,LAST_EDI_1,OBJECTID,BOUNDARY_F,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,FEDERAL_CL,Shape__Are,Shape__Len,SHAPE,CIscore2018_min,CIscore2018_max,CIscore2018_mean,CIscoreP2018_min,CIscoreP2018_max,CIscoreP2018_mean
"403645",CA4900694,CA4900694,WRIGHT ELEMENTARY SCHOOL,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,4385 Price Avenue,,SANTA ROSA,CA,"95407",NON-TRANSIENT NON-COMMUNITY,"500","11",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,NON-TRANSIENT NON-COMMUNITY,73244.169975875003729,1085.346251301329858,,,,,,,
"403646",CA2310007,CA2310007,NORTH GUALALA WATER COMPANY,Water Service Area,DISTRICT 03 - MENDOCINO,MENDOCINO,38958 CYPRESS WAY,,GUALALA,CA,"95445",COMMUNITY,"2593","1058",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,51670691.865289300680161,46158.842867640305485,,,,,,,
"403647",CA1910007,CA1910007,AZUSA LIGHT AND WATER,Water Service Area,DISTRICT 16 - CENTRAL,LOS ANGELES,729 N. AZUSA AVENUE,,AZUSA,CA,"91702",COMMUNITY,"106400","23644",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,53501424.120352901518345,46359.562054225199972,,39.530000,54.520000,46.050000,75.000000,93.000000,83.714286
"403648",CA0202522,CA0202522,SIERRA PINES MOBILE HOME PARK,Water Service Area,LPA32 - ALPINE COUNTY,ALPINE,19750 Hwy 89,,MARKLEEVILLE,CA,"96120",COMMUNITY,"70","32",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1997/06/03,P,COMMUNITY,157459.361644935008371,2317.164531789730518,,,,,,,
"403649",CA1900717,CA1900717,CASA DULCE ESTATES,Water Service Area,LPA49 - LA COUNTY,LOS ANGELES,33255 Casa Dulce Lane,,AGUA DULCE,CA,"91390",COMMUNITY,"28","16",Verified,2020/10/20,J. Cannon,Water System representative,2020/05/06,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,28377.831762660000095,724.465538941637988,,,,,,,
"403650",CA0800622,CA0800622,CHINOOK WATER SYSTEM,Water Service Area,DISTRICT 01 - KLAMATH,DEL NORTE,P.O. BOX 7,,KLAMATH,CA,"95548",TRANSIENT NON-COMMUNITY,"100","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,27268.915794540000206,693.010657198063086,,,,,,,
"403651",CA4410018,CA4410018,CENTRAL WATER DISTRICT,Water Service Area,DISTRICT 05 - MONTEREY,SANTA CRUZ,400 COX ROAD,,APTOS,CA,"95003",COMMUNITY,"2700","820",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,17033049.380678299814463,35054.181932813502499,,,,,,,
"403652",CA0707598,CA0707598,CAMINO MOBILEHOME,Water Service Area,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,14530 BYRON HWY,,BYRON,CA,"94514",COMMUNITY,"210","75",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/05/10,P,COMMUNITY,60116.089434590001474,985.291022089184025,,,,,,,
"403653",CA4900558,CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,7901 Bella Vista,,SEBASTOPOL,CA,"95472",COMMUNITY,"244","87",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,211334.188620464992709,2246.243314464600189,,,,,,,
"403654",CA0707509,CA0707509,DELTA BAR AND GRILL,Water Service Area,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,6210 BETHEL ISLAND RD,,BETHEL ISLAND,CA,"94511",TRANSIENT NON-COMMUNITY,"100","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/05/10,P,TRANSIENT NON-COMMUNITY,1862.319824044999905,171.243767021150006,,,,,,,
"403655",CA4300924,CA4300924,PARKWAY LAKES RV PARK,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,100 OGIER AVENUE,,MORGAN HILL,CA,"95037",COMMUNITY,"250","121",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1992/12/03,P,COMMUNITY,35986.074733870002092,765.757044759933024,,,,,,,
"403656",CA4500014,CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,Water Service Area,DISTRICT 02 - LASSEN,SHASTA,Lakeview Drive,,LAKEHEAD,CA,"96051",COMMUNITY,"264","66",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/09/30,P,COMMUNITY,1111201.974870909936726,5383.462966581990258,,,,,,,
"403657",CA5000237,CA5000237,NORTH OAKS MUTUAL WATER CO,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,8200 OAK VIEW DRIVE,,OAKDALE,CA,"95361",COMMUNITY,"234","78",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,COMMUNITY,3368723.354354269336909,8904.466949044452122,,,,,,,
"403658",CA5601119,CA5601119,SIETE ROBLES MUTUAL WATER CO,Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,603 West Ojai Avenue Suite A,215 Avenida Del Recreo,OJAI,CA,"93023",COMMUNITY,"323","95",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,303665.746023530024104,2659.106674361909882,,,,,,,
"403659",CA4910007,CA4910007,"SEA RANCH WATER COMPANY,THE (PUC)",Water Service Area,DISTRICT 18 - SONOMA,SONOMA,35600 Verdant View Drive,,THE SEA RANCH,CA,"95497",COMMUNITY,"6151","1864",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,28373696.517327200621367,55082.557239680099883,,,,,,,
"403660",CA4900898,CA4900898,HILTON PARK FAMILY CAMPGROUND,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,11816 River Road,,FORESTVILLE,CA,"95436",TRANSIENT NON-COMMUNITY,"100","25",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1983/01/27,P,TRANSIENT NON-COMMUNITY,7955.842361490000258,375.774667592123023,,,,,,,
"403661",CA4110020,CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,Water Service Area,DISTRICT 17 - SANTA CLARA,SAN MATEO,2190 ADDISON AVE,,EAST PALO ALTO,CA,"94303",COMMUNITY,"2500","692",Verified,2020/10/20,N. LINCOLN,Water System representative,2020/05/20,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,651637.155362084973603,3297.626547967680381,,44.090000,44.090000,44.090000,82.000000,82.000000,82.000000
"403662",CA4010008,CA4010008,PISMO BEACH WATER DEPARTMENT,Water Service Area,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,550 Frady Lane,,PISMO BEACH,CA,"93449",COMMUNITY,"8213","4858",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,13384490.060942601412535,37495.481840563901642,,,,,,,
"403663",CA4500006,CA4500006,"SHASTA CSA - SUGARLOAF, #2",Water Service Area,DISTRICT 02 - LASSEN,SHASTA,"Obsidian Lane, End of",,LAKEHEAD,CA,"96051",COMMUNITY,"160","61",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/03/01,L,COMMUNITY,1202262.626278029987589,4195.998390892099451,,,,,,,
"403664",CA4500022,CA4500022,DEL ORO WATER CO. - HAT CREEK DISTRICT,Water Service Area,DISTRICT 02 - LASSEN,SHASTA,Day Ave,,OLD STATION,CA,"96071",COMMUNITY,"205","63",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/09/30,P,COMMUNITY,1601500.981571040116251,5252.942952212480122,,,,,,,
"403665",CA4800753,CA4800753,VINEYARD RV PARK,Water Service Area,DISTRICT 04 - SAN FRANCISCO,SOLANO,4985 MIDWAY RD,,VACAVILLE,CA,"95688",COMMUNITY,"365","223",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1984/01/21,P,COMMUNITY,191618.478797429997940,1758.080989516140107,,,,,,,
"403666",CA4800564,CA4800564,HIDDEN ACRES TRAILER VILLA,Water Service Area,DISTRICT 04 - SAN FRANCISCO,SOLANO,700 Shady Glen Rd,,VACAVILLE,CA,"95688",COMMUNITY,"80","52",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,41952.504802499999641,1054.629369176009959,,,,,,,
"403667",CA5000017,CA5000017,PARK HEIGHTS MUTUAL WATER CO,Water Service Area,LPA80 - STANISLAUS COUNTY,STANISLAUS,2117 PARK RIDGE DRIVE,,MODESTO,CA,"95367",COMMUNITY,"250","95",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/21,P,COMMUNITY,355075.621064419974573,2938.191723149650443,,47.260000,47.260000,47.260000,86.000000,86.000000,86.000000
"403668",CA5510016,CA5510016,"SIERRA PARK WATER COMPANY, INC.",Water Service Area,DISTRICT 11 - MERCED,TUOLUMNE,25122 Deborah Dr,,LONG BARN,CA,"95335",COMMUNITY,"300","343",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,1497812.850418880116194,5436.362902416200086,,,,,,,
"403669",CA4210004,CA4210004,GOLETA WATER DISTRICT,Water Service Area,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,4699 HOLLISTER AVENUE,,GOLETA,CA,"93110",COMMUNITY,"86721","16214",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,123383262.014445006847382,82943.725497214094503,,,,,,,
"403670",CA2100587,CA2100587,TOMALES CHURCH OF THE ASSUMPTION,Water Service Area,DISTRICT 18 - SONOMA,MARIN,26825 Shoreline Highway,,TOMALES,CA,"94971",TRANSIENT NON-COMMUNITY,"50","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2010/12/24,P,TRANSIENT NON-COMMUNITY,5741.799607985000875,305.346338875483070,,,,,,,
"403671",CA1100237,CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,Water Service Area,DISTRICT 21 - VALLEY,GLENN,6155 HIGHWAY 162 WEST,#176,WILLOWS,CA,"95988",COMMUNITY,"190","87",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1986/03/28,P,COMMUNITY,159935.297548620001180,1733.112869653040207,,,,,,,
"403672",CA5305004,CA5305004,RUTH LAKE RECREATION AREA,Water Service Area,DISTRICT 01 - KLAMATH,TRINITY,"12200 Mad River Road,",,MAD RIVER,CA,"95552",TRANSIENT NON-COMMUNITY,"252","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,TRANSIENT NON-COMMUNITY,287381.001836774987169,2176.924739284209863,,,,,,,
"403673",CA5304209,CA5304209,JUNCTION CITY SCHOOL,Water Service Area,DISTRICT 01 - KLAMATH,TRINITY,52680 RED HILL RD.,52680 RED HILL RD.,JUNCTION CITY,CA,"96048",NON-TRANSIENT NON-COMMUNITY,"80","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,NON-TRANSIENT NON-COMMUNITY,34588.012120204999519,857.674742919620940,,,,,,,
"403674",CA4901348,CA4901348,HOP KILN WINERY,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,6050 Westside Road,,HEALDSBURG,CA,"95448",TRANSIENT NON-COMMUNITY,"150","1",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,19018.996528079998825,620.884435461177986,,,,,,,
"403675",CA1710007,CA1710007,KELSEYVILLE CO WATERWORKS DISTRICT 3,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,LAKE CO SPECIAL DIST FACILITY,5092 GUNN STREET,KELSEYVILLE,CA,"95451",COMMUNITY,"4280","1297",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,8863299.477256979793310,25576.835067913601961,,,,,,,
"403676",CA1910245,CA1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",Water Service Area,DISTRICT 22 - ANGELES,LOS ANGELES,11710 E. TELEGRAPH ROAD,,SANTA FE SPRINGS,CA,"90670",COMMUNITY,"18533","6788",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,34185954.103265397250652,60882.912357419801992,,39.520000,60.500000,50.319565,75.000000,97.000000,88.086957
"403679",CA4700626,CA4700626,COVE MOBILE VILLA,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,6431 OLD HWY 99,6431 OLD HWY 99,YREKA,CA,"96097",COMMUNITY,"105","46",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,68982.387283760006540,1079.338115347660050,,,,,,,
"403682",CA4901301,CA4901301,MOSHIN VINEYARDS,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,10295 Westside Road,,HEALDSBURG,CA,"95448",TRANSIENT NON-COMMUNITY,"31","2",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,34810.874451900002896,775.910444381235038,,,,,,,
"403683",CA5304507,CA5304507,CALTRANS-SALYER SAFETY REST STOP,Water Service Area,DISTRICT 01 - KLAMATH,TRINITY,P.O. BOX 728,HWY 299 2 MI E OF SALYER PM 3.8,WILLOW CREEK,CA,"95573",TRANSIENT NON-COMMUNITY,"400","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,S,TRANSIENT NON-COMMUNITY,68630.479744779993780,1078.199121123039959,,,,,,,
"403684",CA1210322,CA1210322,PRAIRIE CREEK SP-STATE PARKS,Water Service Area,DISTRICT 01 - KLAMATH,HUMBOLDT,500 AUBELL LANE,"NEWTON B DRURY PARKWAY, ORICK",CRESCENT CITY,CA,"95531",TRANSIENT NON-COMMUNITY,"500","7",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,S,TRANSIENT NON-COMMUNITY,2652982.943497249390930,6778.660800966320494,,,,,,,
"403685",CA2300705,CA2300705,LITTLE LAKE MOBILE HOME PARK,Water Service Area,DISTRICT 03 - MENDOCINO,MENDOCINO,24320 North Main Street,,WILLITS,CA,"95490",COMMUNITY,"38","19",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,75739.431710610020673,1180.600232893310022,,,,,,,
"403686",CA4901294,CA4901294,WINE COUNTRY IND PARK-BLDGS A&B,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,21660 Eighth Street East,,SONOMA,CA,"95476",TRANSIENT NON-COMMUNITY,"30","1",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,52359.297950489999494,1600.386250249390059,,,,,,,
"403687",CA0900206,CA0900206,CAMP CHIQUITA CAMPGROUND,Water Service Area,LPA39 - EL DORADO COUNTY,EL DORADO,9092 WENTWORTH SPRINGS RD,,GEORGETOWN,CA,"95634",TRANSIENT NON-COMMUNITY,"100","44",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/29,P,TRANSIENT NON-COMMUNITY,56202.302229249995435,943.645776241042086,,,,,,,
"403688",CA1800576,CA1800576,LONG VALLEY CHARTER SCHOOL,Water Service Area,DISTRICT 02 - LASSEN,LASSEN,436-965 SUSAN DRIVE,,DOYLE,CA,"96109",NON-TRANSIENT NON-COMMUNITY,"150","1",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1980/06/27,L,NON-TRANSIENT NON-COMMUNITY,42618.280689070001245,837.920704941819849,,,,,,,
"403689",CA1810801,CA1810801,CAL FIRE-INTERMOUNTAIN CONSERVATION CAMP,Water Service Area,DISTRICT 02 - LASSEN,LASSEN,P.O. BOX 68,,BIEBER,CA,"96009",NON-TRANSIENT NON-COMMUNITY,"108","1",Verified,2020/10/20,K. Connaughton,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1992/12/15,S,NON-TRANSIENT NON-COMMUNITY,381111.891590535000432,2422.212442126160568,,,,,,,
"403690",CA5010009,CA5010009,KEYES COMMUNITY SERVICES DIST.,Water Service Area,DISTRICT 10 - STOCKTON,STANISLAUS,5601 7TH STREET,5601 7TH STREET,KEYES,CA,"95328",COMMUNITY,"5914","1352",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,2910169.552477479912341,14498.169061194099413,,44.080000,44.080000,44.080000,82.000000,82.000000,82.000000
"403691",CA1700533,CA1700533,INDIAN BEACH RESORT,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,9945 HIGHWAY 20,,GLENHAVEN,CA,"95443",TRANSIENT NON-COMMUNITY,"75","14",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1985/08/13,P,TRANSIENT NON-COMMUNITY,26487.593959145000554,842.063196404612086,,,,,,,
"403692",CA1700579,CA1700579,VILLA BLUE ESTATES WATER DISTRICT,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,9918 PONDEROSA LANE,9918 PONDEROSA LANE,UPPER LAKE,CA,"95485",COMMUNITY,"60","21",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,365836.487820949987508,3802.791803791139955,,,,,,,
"403693",CA1100711,CA1100711,BUTTE CITY COMMUNITY S.D.,Water Service Area,DISTRICT 21 - VALLEY,GLENN,151 Kilarney Street,,BUTTE CITY,CA,"95920",COMMUNITY,"75","48",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1986/03/28,L,COMMUNITY,3442548.897842019796371,8627.848882485530339,,,,,,,
"403694",CA1700628,CA1700628,PINE ACRES BLUE LAKE RESORT,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,5328 BLUE LAKES ROAD,5328 BLUE LAKES ROAD,UPPER LAKE,CA,"95485",TRANSIENT NON-COMMUNITY,"25","41",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1984/01/21,P,TRANSIENT NON-COMMUNITY,10069.901122924999072,469.102134805320020,,,,,,,
"403695",CA1700603,CA1700603,RICHMOND PARK RESORT,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,9435 KONOCTI BAY RD,,KELSEYVILLE,CA,"95451",TRANSIENT NON-COMMUNITY,"34","30",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,TRANSIENT NON-COMMUNITY,9796.030334925000716,640.571374761719085,,,,,,,
"403696",CA1700716,CA1700716,LANGTRY ESTATE AND VINEYARDS,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,21000 BUTTS CANYON ROAD,21000 BUTTS CANYON ROAD,MIDDLETOWN,CA,"95461",TRANSIENT NON-COMMUNITY,"41","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2000/06/23,P,TRANSIENT NON-COMMUNITY,253876.219661879993510,2084.847781762930481,,,,,,,
"403697",CA1700695,CA1700695,HIGH VALLEY RANCH,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,11650 HIGH VALLEY ROAD,11650 HIGH VALLEY ROAD,CLEARLAKE OAKS,CA,"95423",TRANSIENT NON-COMMUNITY,"100","10",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2018/09/05,P,TRANSIENT NON-COMMUNITY,786623.205417750054039,3531.422979057800148,,,,,,,
"403698",CA1310001,CA1310001,"BRAWLEY, CITY OF",Water Service Area,DISTRICT 14 - SAN DIEGO,IMPERIAL,180 S. WESTERN AVENUE,,BRAWLEY,CA,"92227",COMMUNITY,"27337","5758",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,32259578.650197099894285,27109.713047628698405,,40.140000,48.430000,43.365000,76.000000,87.000000,80.500000
"403699",CA2700575,CA2700575,EL CAMINO REAL WS #16,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,AROMAS,CA,"95004",TRANSIENT NON-COMMUNITY,"29","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2014/07/30,P,TRANSIENT NON-COMMUNITY,257749.611485245026415,2455.888837705379956,,,,,,,
"403700",CA1700599,CA1700599,LAKE PILLSBURY RESORT & MARINA INC,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,2756 KAPRANOS ROAD,,POTTER VALLEY,CA,"95469",TRANSIENT NON-COMMUNITY,"150","53",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,TRANSIENT NON-COMMUNITY,2683.308517620000202,209.925941640660000,,,,,,,
"403701",CA0707575,CA0707575,FRANKS MARINA,Water Service Area,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,7050 RIVERVIEW DR,,BETHEL ISLAND,CA,"94511",COMMUNITY,"185","66",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/05/10,P,COMMUNITY,7496.254226744999869,345.685838764349000,,,,,,,
"403702",CA3301803,CA3301803,CASTRO TRAILER PARK,Water Service Area,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,53-450 TYLER ST,,COACHELLA,CA,"92236",COMMUNITY,"180","44",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/27,P,COMMUNITY,54044.578905499998655,930.445169807812022,,,,,,,
"403704",CA1502383,CA1502383,NORD ROAD WATER ASSOCIATION,Water Service Area,DISTRICT 12 - VISALIA,KERN,3751 PACINI STREET,0.25MI E/O NORD RD 0.8MI N/O ROSE,BAKERSFIELD,CA,"93312",COMMUNITY,"32","16",Verified,2020/10/20,L. GREGORY,Water System representative,2020/04/03,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,243912.708437645022059,1966.101135359470163,,,,,,,
"403705",CA1700712,CA1700712,LAKEPORT CINEMAS,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,52 SODA BAY ROAD,,LAKEPORT,CA,"95453",TRANSIENT NON-COMMUNITY,"500","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,17287.440517579998414,524.951752937799029,,,,,,,
"403706",CA1700727,CA1700727,ROTTEN ROBBIE,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,2725 SOUTH MAIN STREET,,LAKEPORT,CA,"95453",TRANSIENT NON-COMMUNITY,"100","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,TRANSIENT NON-COMMUNITY,9665.093585110000276,416.978733603615979,,,,,,,
"403707",CA1200671,CA1200671,BENBOW-DEL ORO W.C.,Water Service Area,DISTRICT 01 - KLAMATH,HUMBOLDT,9 TERRACE COURT,1 FERN SPRINGS RD. GARBERVILLE,AUBURN,CA,"95603",COMMUNITY,"150","135",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,5801210.449911749921739,16894.369788748899737,,,,,,,
"403708",CA4300551,CA4300551,HAPPY ACRES MWC,Water Service Area,DISTRICT 17 - SANTA CLARA,SANTA CLARA,8540 EL MATADOR DRIVE,,GILROY,CA,"95020",COMMUNITY,"220","79",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,672615.104987984988838,3242.619516633700187,,,,,,,
"403709",CA2000549,CA2000549,MD 05 MOUNTAIN RANCHES,Water Service Area,LPA50 - MADERA COUNTY,MADERA,ROAD 400,,MADERA,CA,"93636",COMMUNITY,"150","27",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/11/06,L,COMMUNITY,253979.313864469993860,2016.312077186909846,,,,,,,
